"","ID","Fecha","Altura","Caudal","Area","Velocidad","Froude","Este","Norte"
"1",1,"2017-11-15",0.09,38.481,0.0684,0.562587719298246,0.598734783651643,270239.04894,6613091.74912
"2",2,"2017-11-15",0.09,39.6126,0.0684,0.579131578947368,0.616341609908242,270239.04894,6613091.74912
"3",3,"2017-11-15",0.09,39.52545,0.0684,0.577857456140351,0.614985622891396,270239.04894,6613091.74912
"4",4,"2017-12-26",0.05,18.5456333333333,0.0418,0.443675438596491,0.604017524181751,270239.04894,6613091.74912
"5",5,"2017-12-26",0.07,27.1140833333333,0.05675,0.477781204111601,0.558128572412377,270239.04894,6613091.74912
"6",6,"2017-12-26",0.12,73.3827083333333,0.09475,0.774487686895339,0.700239793101489,270239.04894,6613091.74912
"7",7,"2017-12-26",0.15,103.631875,0.11755,0.881598256061251,0.715634158208762,270239.04894,6613091.74912
"8",8,"2017-12-26",0.17,128.314125,0.13275,0.966584745762712,0.738344392375067,270239.04894,6613091.74912
"9",9,"2017-12-26",0.05,18.448925,0.0418,0.441361842105263,0.60086780548421,270239.04894,6613091.74912
"10",10,"2017-12-26",0.07,27.3935416666667,0.05675,0.482705580029369,0.563881069323837,270239.04894,6613091.74912
"11",11,"2017-12-26",0.12,75.8492916666667,0.09475,0.800520228671944,0.723776670415356,270239.04894,6613091.74912
"12",12,"2017-12-26",0.15,104.55915,0.11755,0.889486601446193,0.722037493708125,270239.04894,6613091.74912
"13",13,"2017-12-26",0.17,127.077083333333,0.13275,0.957266164469554,0.731226214405824,270239.04894,6613091.74912
"14",14,"2017-12-26",0.05,18.0961916666667,0.0418,0.432923245614035,0.589379542405406,270239.04894,6613091.74912
"15",15,"2017-12-26",0.07,27.3009583333333,0.05675,0.481074155653451,0.56197529205572,270239.04894,6613091.74912
"16",16,"2017-12-26",0.12,76.4113333333333,0.09475,0.806452066842568,0.729139840422565,270239.04894,6613091.74912
"17",17,"2017-12-26",0.15,105.029291666667,0.11755,0.89348610520346,0.725284076247173,270239.04894,6613091.74912
"18",18,"2017-12-26",0.17,125.943541666667,0.13275,0.948727244193346,0.724703595535089,270239.04894,6613091.74912
