"","ID","Fecha","Altura","Caudal","Area","Velocidad","Froude","Este","Norte"
"1",1,"2017-11-07",0.82,1628.29005833333,1.394,1.16807034313726,0.411839091905732,297658.14325,6622700.49577
"2",2,"2017-11-07",0.82,1641.07898333333,1.394,1.17724460784314,0.415073760834339,297658.14325,6622700.49577
"3",3,"2017-11-07",0.82,1633.123275,1.394,1.1715375,0.413061544596392,297658.14325,6622700.49577
"4",4,"2018-02-08",0.86,1807.15383333333,1.462,1.23608333333333,0.4255631563758,297658.14325,6622700.49577
"5",5,"2018-02-08",0.86,1807.297525,1.462,1.23618161764706,0.425596994048102,297658.14325,6622700.49577
"6",6,"2018-02-08",0.86,1817.02269166667,1.462,1.24283357843137,0.42788715471213,297658.14325,6622700.49577
"7",7,"2017-12-11",0.67,989.4116125,1.139,0.868666911764706,0.338829624240205,297658.14325,6622700.49577
"8",8,"2017-12-11",0.67,992.0430375,1.139,0.870977205882353,0.339730770671783,297658.14325,6622700.49577
"9",9,"2017-12-11",0.67,986.734404166667,1.139,0.866316421568627,0.337912799046184,297658.14325,6622700.49577
"10",10,"2017-12-15",0.47,290.2685,0.7905,0.367196078431373,0.171924216666619,297658.14325,6622700.49577
"11",11,"2017-12-15",0.47,287.730083333333,0.799,0.360112745098039,0.16770849418127,NA,NA
"12",12,"2017-12-15",0.47,285.291958333333,0.799,0.357061274509804,0.166287390528712,NA,NA
"13",13,"2017-11-22",0.73,1211.27044583333,1.241,0.97604387254902,0.364731611597138,297658.14325,6622700.49577
"14",14,"2017-11-22",0.73,1223.02861666667,1.241,0.98551862745098,0.36827217234658,297658.14325,6622700.49577
"15",15,"2017-11-22",0.73,1209.0980875,1.241,0.974293382352941,0.364077482076676,297658.14325,6622700.49577
"16",16,"2017-08-23",0.55,522.073520833333,0.935,0.558367401960784,0.240383252659378,297658.14325,6622700.49577
"17",17,"2017-08-23",0.55,521.7499375,0.935,0.558021323529412,0.240234262122472,297658.14325,6622700.49577
"18",18,"2017-08-23",0.55,517.162479166667,0.935,0.553114950980392,0.238122015261444,297658.14325,6622700.49577
