"","ID","Fecha","Altura","Caudal","Area","Velocidad","Froude","Este","Norte"
"1",1,"2017-12-01",0.61,342.385629166667,0.7198,0.475667725988701,0.194448350944453,286321.98645,6614075.57281
"2",2,"2017-12-01",0.61,343.587202083333,0.7198,0.477337040960452,0.195130750707416,286321.98645,6614075.57281
"3",3,"2017-12-01",0.61,343.9668,0.7198,0.477864406779661,0.195346332737239,286321.98645,6614075.57281
"4",4,"2018-01-03",0.96,804.309266666667,1.1446,0.702698992369969,0.227797503370604,286321.98645,6614075.57281
"5",5,"2018-01-03",0.96,806.573458333333,1.1446,0.704677143397985,0.228438770642031,286321.98645,6614075.57281
"6",6,"2018-01-03",0.96,801.544454166667,1.1446,0.700283465111538,0.22701444962388,286321.98645,6614075.57281
"7",7,"2018-12-05",0.78,572.14495,0.9204,0.621626412429379,0.224723067281202,286321.98645,6614075.57281
"8",8,"2018-12-05",0.78,564.409625,0.9204,0.613222104519774,0.221684840761127,286321.98645,6614075.57281
"9",9,"2018-12-05",0.78,562.629925,0.9204,0.611288488700565,0.220985822718862,286321.98645,6614075.57281
"10",10,"2017-09-07",0.55,198.456270833333,0.649,0.305787782485876,0.131644973398027,286321.98645,6614075.57281
"11",11,"2017-09-07",0.55,193.639875,0.649,0.298366525423729,0.12845004134226,286321.98645,6614075.57281
"12",12,"2017-09-07",0.55,194.469229166667,0.649,0.299644420903955,0.129000189275353,286321.98645,6614075.57281
"13",13,"2017-12-13",0.74,497.835,0.888,0.560625,0.208076050944582,286321.98645,6614075.57281
"14",14,"2017-12-13",0.74,490.496666666667,0.888,0.552361111111111,0.205008907371882,286321.98645,6614075.57281
"15",15,"2017-12-13",0.74,493.432,0.888,0.555666666666667,0.206235764800962,286321.98645,6614075.57281
"16",16,"2017-12-14",0.86,648.727579166667,1.0207,0.635571254204631,0.218183391955425,286321.98645,6614075.57281
"17",17,"2017-12-14",0.86,649.795254166667,1.0207,0.636617276542242,0.218542477896099,286321.98645,6614075.57281
"18",18,"2017-12-14",0.86,650.505241666667,1.0207,0.637312865353842,0.218781264539322,286321.98645,6614075.57281
