"","ID","Fecha","Altura","Caudal","Area","Velocidad","Froude","Este","Norte"
"1",1,"2017-12-20",0.42,195.9062,0.3318,0.590434599156118,0.29087918860606,285535.49046,6617122.40764
"2",2,"2017-12-20",0.46,254.847666666667,0.3634,0.701286919831224,0.330127968297704,285535.49046,6617122.40764
"3",3,"2017-12-20",0.42,197.2908,0.3318,0.594607594936709,0.292935026167831,285535.49046,6617122.40764
"4",4,"2017-12-20",0.46,259.539666666667,0.3634,0.714198312236287,0.336205953815534,285535.49046,6617122.40764
"5",5,"2017-12-20",0.42,193.7348,0.3318,0.58389029535865,0.287655119790784,285535.49046,6617122.40764
"6",6,"2017-12-20",0.46,258.4763,0.3634,0.711272151898734,0.334828475725137,285535.49046,6617122.40764
"7",7,"2017-11-22",0.2,2.053,0.158,0.0129936708860759,0.00927646180813058,285535.49046,6617122.40764
"8",8,"2017-11-22",0.265,26.4511958333333,0.20935,0.126349156118143,0.0783636948804035,285535.49046,6617122.40764
"9",9,"2017-11-22",0.2,2.11866666666667,0.158,0.0134092827004219,0.00957317604359116,285535.49046,6617122.40764
"10",10,"2017-11-22",0.265,26.5136916666667,0.20935,0.126647679324895,0.0785488435763448,285535.49046,6617122.40764
"11",11,"2017-11-22",0.2,2.17133333333333,0.158,0.0137426160337553,0.00981114989741234,285535.49046,6617122.40764
"12",12,"2017-11-22",0.265,26.5046375,0.20935,0.126604430379747,0.078522019913682,285535.49046,6617122.40764
"13",13,"2017-11-28",0.38,131.2368,0.3002,0.437164556962025,0.226422010496383,285535.49046,6617122.40764
"14",14,"2017-11-28",0.38,129.489433333333,0.3002,0.43134388185654,0.223407289977892,285535.49046,6617122.40764
"15",15,"2017-11-28",0.38,130.4331,0.3002,0.434487341772152,0.225035392033909,285535.49046,6617122.40764
"16",16,"2017-11-29",0.32,65.0026666666667,0.2528,0.257130801687764,0.145125794734549,285535.49046,6617122.40764
"17",17,"2017-11-29",0.32,66.0381333333333,0.2528,0.261226793248945,0.147437591013488,285535.49046,6617122.40764
"18",18,"2017-11-29",0.32,66.3106666666667,0.2528,0.262304852320675,0.14804605246007,285535.49046,6617122.40764
