"","ID","Fecha","Altura","Caudal","Area","Velocidad","Froude","Este","Norte"
"1",1,"2018-01-04",0.97,1564.78901666667,3.4133,0.45843875916757,0.156055661415726,281132.732,6613649.563
"2",2,"2018-01-04",0.97,1629.98476875,3.4133,0.477539263689098,0.162557602638788,281132.732,6613649.563
"3",3,"2018-01-04",0.97,1666.55834791667,3.4133,0.488254284099454,0.166205068224502,281132.732,6613649.563
"4",4,"2017-12-18",1.1,2771.833065625,3.97005,0.69818593358396,0.220371955459804,281132.732,6613649.563
"5",5,"2017-12-18",1.1,2746.99071770833,3.97005,0.691928494026104,0.218396888181582,281132.732,6613649.563
"6",6,"2017-12-18",1.1,2725.26535625,3.97005,0.686456179708064,0.216669633951514,281132.732,6613649.563
"7",7,"2017-07-20",0.9,953.176125,3.492,0.272959944158076,0.0918635368495691,281132.732,6613649.563
"8",8,"2017-07-20",0.9,942.986625,3.492,0.270041988831615,0.0908815110893995,281132.732,6613649.563
"9",9,"2017-07-20",0.9,957.373875,3.492,0.274162048969072,0.0922681002368553,281132.732,6613649.563
